cod_assunto|nome_novo
1310|Mello, Francisco de Paula Souza e, 1791-1851
1311|Câmara Municipal de Santana do Parnaíba
1312|Reingantz, Carlos Grandmasson
1314|Bueno de Camargo (Família)
1315|Furlan (Família)
1316|Amaral Gurgel (Família)
1317|Mello Castanho (Familia)
1318|Queiroz Telles (Família)
1319|Monte Alegre, Jose da Costa Carvalho, Visconde de, 1796-1860
1321|Pintura brasileira
1322|Xilogravura
1325|Brasil. Ministério da Educação e Cultura
1329|Dívida externa
1331|Campos (Família)
1332|Instituto Genealógico Brasileiro (São Paulo)
1333|História, 1939-1989
1334|Fagundes (Família)
1336|Miscigenação
1337|Guerra, Teófilo Olegário de Brito, 1856-1917
1339|Castilhos, Júlio Prates de, 1860-1903
1340|Fonseca, Antônio José Victoriano Borges da, 1718-1786
1341|Banco Econômico
1342|História, 1834-1984
1344|Lens, Pedro, S.J., 1885-1938
1345|Movimentos trabalhistas
1346|Geldes, Patrick
1348|Iuperj
1350|Ciências sociais
1351|Mulher, Estudo sobre a
1352|Finep
1353|Sepetiba (RJ)
1354|Licitação
1356|Concessão do Serviço Público
1357|Sousa, Washington Luís Pereira de, 1870-1957
1358|Presidentes
1359|Contos brasileiros
1360|Rocha, Lindolfo, 1862-1911
1361|Carnaval
1362|Carnaval na literatura
1363|Industrialização
1365|Luta social
1366|Revolta do Quebra-Quilos, 1874
1367|Rodrigues, Antônio da Gama, 1876-1955
1368|História, 1889-1937
1369|Mayrink (Família)
1370|Mayrink, Francisco de Paula, 1839-1906
1371|Anarquismo e anarquistas
1373|Motta Filho, Cândido, 1897-1977
1374|Política e governo, 1902-1955
1376|Amazonas
1378|Correia, Manoel Francisco, 1831-1905
1379|Integralismo
1381|Comissão Interestadual da Bacia Paraná-Uruguai
1382|Brasil. Assembléia Nacional Constituinte, 1821
1383|Descobertas marítimas
1384|Ciências políticas
1385|Carmelitas em Pernambuco
1386|História, 1541-1820
1388|Festa religiosa
1389|Partido Republicano Rio-Grandense (PRR)
1393|Instituto de Programação e Orçamento-Inor/Ipea
1395|Escola Superior de Guerra; Departamento de Estudos, Divisão de Assuntos Psicossocial
1396|Política cultural
1397|Universidade Federal do Ceará
1398|Instrução Normativa de agosto de 1974
1399|Brasil. Ministério da Educação e Cultura. Departamento de Assuntos Estudantis
1400|Normas
1401|Administração de pessoal
1402|Centro Rural Universitário de Treinamento e de Ação-Crutac
1403|Projeto de Construção Civil
1404|Villa-Lobos, Heitor, 1887-1959
1405|Festival, 1976
1406|Museu Villa-Lobos
1408|Museu da República (Rio de Janeiro, RJ)
1409|Encontro de dirigentes
1410|Passarinho, Jarbas
1411|Discursos
1412|Leitura
1413|Leitura dinâmica
1414|Leitores
1415|Literatura
1416|Interpretação
1418|Porto do Rio de Janeiro (RJ)
1419|Século XVII
1420|História, 1962-1992
1422|Enchentes
1423|Light
1426|Represa Billings
1427|Represa Guarapiranga (SP)
1428|Nacionalismo
1431|História, 1850-1910
1432|Migrações internas
1434|Velhas, Rio das (MG)
1436|História, 1735-1740
1437|História, 1770-1775
1438|Cidades Históricas
1439|Produção Literaria
1440|Belo Horizonte (MG)
1441|Passagem de Mariana (MG)
1442|Expedições científicas
1443|Expedições exploradoras
1444|Pintores holandeses
1445|Pintores portugueses
1447|Municípios
1448|Séculos XVII-XVIII
1449|Albuquerque, Luís José Martins de
1450|Crescimento populacional
1451|Demografia
1452|Emigração
1453|Mortalidade
1454|Natalidade
1456|Alemães No Rio Grande do Sul
1458|Partido Republicano Liberal
1461|Política Militar
1462|Nacionalização
1463|Garibaldi (RS)
1464|Imigração
1467|Fundamentos
1468|Documentação
1469|Recuperação da informação
1470|Sistemas de informação
1472|Escuela Interamericana de Bibliotecologia
1475|Universidad de Antioquia.Escuela Interamericana de Bibliotecologia.Centro de In
1477|Tecnologia
1478|Sociedade
1479|Instituições
1480|Universidad de Antioquia (Colombia)
1481|Departamento de Bibliotecas
1482|Relações críticas
1484|Indústria cinematográfica
1485|Mercado
1487|Americanização
1488|Indústria cultural
1489|Dominação
1491|Discriminação social
1494|Igreja e sociedade
1495|Albuquerque, José Pessoa Cavalcante de
1497|Estabelecimentos de ensino
1498|Ensino profissionalizante
1500|Tocantins
1501|Goiás
1502|Propaganda positivista
1503|Educação da mulher
1505|Propaganda integralista
1506|Propaganda Política
1507|Triângulo Mineiro
1508|Governo Washington Luís, 1926-1930
1510|Coluna Prestes, 1924-1927
1511|Política e governo, 1926-1930
1512|Sistema penitenciário
1514|Polícia
1515|Presos
1516|Código de menores
1517|Lei da Jornada de trabalho
1518|Sindicalização
1519|Conselho Nacional do Trabalho
1520|Departamento Nacional do Trabalho
1522|Revisão
1523|Participação política
1524|Pluripartidarismo
1525|Seleção de livros
1528|Tecnologia aplicada
1529|Computadores
1530|Informação
1531|Redes de Computadores
1532|Arquivo Geral das Indias
1535|Banco Nacional de Desenvolvimento Econômico e Social (BNDES)
1536|Arquivos bancários
1537|Aquisição de livros
1538|Política eleitoral
1541|Reforma
1543|Integração econômica
1547|Política indigenista
1548|Missões Jesuíticas
1550|Prata, Rio da
1552|Porto Rico
1553|México. Secretaria de Relaciones Exteriores,Archivo Histórico Diplomatico Genaro
1556|Fortaleza de Santo Amaro da Barra Grande (SP)
1557|Fortalezas
1558|Governo Militar, 1964-1985
1559|Repressão
1560|Tortura
1561|Instituto de Pesquisa e Estudos Sociais, Ipes
1562|Instituto Brasileiro de Ação Democrática (IBAD)
1563|Escola Superior de Guerra, ESG
1564|Militares
1565|Prisões
1566|Rebeliões
1568|Movimentos liberais, 1842
1570|Camargo, Boaventura do Amaral
1571|Lorena (SP)
1574|Curitiba (PR)
1576|Instituto Histórico Geográfico e Genealógico de Sorocaba
1577|Museu Histórico Nacional (Brasil)
1580|Crescimento urbano
1581|Marxismo
1583|Serviços postais
1584|Governo Fernando Henrique Cardoso, 1995-2002
1585|Judeus
1587|Casa Grande e Senzala (Livro)
1588|Poesia religiosa
1589|Conselho Internacional de Arquivos
1590|Quebec
1592|Ensino público
1594|Prática de ensino
1596|Carneiro, Roberto
1597|Albino, Júlio
1598|Centro de Documentação e Pesquisa Em História (Minas Gerais)
1600|Tipologia
1601|Patrimônio documental
1602|Legislação arquivística
1605|Rincon de Gautier, Felisa
1606|Archivo General de Puerto Rico
1607|Alto Paranaíba (MG)
1608|História, 1808-1821
1609|História, 1549-1645
1610|História, 1937-1945
1612|História, 1848-1886
1613|História, 1881-1891
1614|Neoliberalismo
1617|Diário da Bahia
1618|Emancipação feminina
1621|Batistas
1627|Santa Cruz (RJ)
1628|Mão de Obra Escrava
1629|Marketing
1631|Produção
1633|Balanço de pagamentos
1634|História, 1817
1635|Direito privado
1636|Correio marítimo
1637|Sociologia urbana
1641|Igreja Presbiteriana
1642|Finanças públicas
1643|Freguesia de Nossa Senhora das Necessidades e Santo Antônio
1644|Menores abandonados
1646|Companhia da Estrada de Ferro de D. Pedro II
1648|Extinção
1649|Empresas comerciais
1651|História, 1850-1880
1652|Brasil. Constituição, 1823
1653|Clubes de Caça e Tiro
1655|Tipografia
1656|Carvão
1657|Panamá
1658|História, 1826
1660|História, 1831-1832
1661|História, 1830-1890
1662|História, 1889
1664|Século XX
1666|História, 1840-1889
1667|História, 1825-1945
1668|História, 1822-1831
1670|Sociologia educacional
1671|História, 1869-1880
1672|Despotismo
1673|História, 1831-1920
1676|Política e governo, 1852-1889
1677|História, 1880-1930
1678|Republicanismo Fluminense, 1887-1891
1679|Negreiros, José de Almada, 1823-1970
1680|Orfeu
1681|Teatro portugues
1682|História e crítica
1683|Febre tifóide
1684|História, 1654-1789
1688|Relações econômicas exteriores
1689|Migração
1690|História, 1824
1692|Organização judiciária
1695|História, 1889-1900
1696|Geofísica
1697|Macroeconomia
1698|Indústria e Estado
1699|Petróleo
1700|Venezuela
1701|História, 1908-1935
1702|Vicente Gomes, Juan, 1864-1935
1703|Rússia
1704|Período de Kiev, 862-1240
1705|Manufaturas texteis
1707|História, 1860-1910
1708|História, 1385-1580
1709|Saúde
1710|Ensino
1711|Jesuítas no Prata
1712|História, 1790-1840
1715|Política monetária
1716|Rivera, José Fructuoso, 1778-1854
1717|Direito público
1718|Cayru, José da Silva Lisboa, Visconde de, 1756-1835
1720|História, 1860-1880
1721|Documentação africanista
1722|Aliança Nacional Libertadora
1723|Trabalho escravo
1724|Austríacos
1725|Portugueses
1726|Camponeses
1727|Propriedade da terra
1728|Tesauros
1729|Franceses No Rio de Janeiro, 1555-1567
1730|História, 1555-1567
1732|Dívida pública
1733|Atividades comerciais
1734|Direitos autorais
1735|Diamante
1738|História, 1450-1800
1740|Crise política
1741|História, 1750-1820
1742|Balaiada, 1838-1841
1743|História, 1838-1841
1744|Eletrificação rural
1745|Cooperativa de Eletrificação Rural
1746|Letões
1747|História, 1922-1964
1749|Enseada de Brito (SC)
1750|História, 1778-1907
1752|Menores
1753|Usuários
1754|Estruturas e regimentos
1755|Música popular
1756|Sociedade Defensora da Liberdade e da Independência Nacional do Rio de Janeiro
1757|História, 1831-1835
1758|Partido Conservador
1760|História, 1930-1960
1761|Política e governo, 1840-1889
1762|Conselho de Estado
1763|História, 1048-1291
1764|Borracha
1765|História, 1939-1945
1766|Mulheres Brancas, Tráfico de
1767|Prostituição
1769|História, 1808-1831
1770|Serviço Militar Obrigatório
1771|História, 1864-1940
1772|Alistamento militar
1773|Aguiar, Luíz Antônio
1774|História administrativa
1775|Caxias do Sul (RS)
1776|Eleições presidenciais
1777|Cultura política
1778|Deficientes visuais
1779|Pintura moderna
1781|Costa, Manoel
1783|Pacífico, Oceano
1785|Publicações oficiais
1786|Comissão Mineira de Folclore
1787|Alencar, José Martiniano de, 1829-1877
1789|São Paulo (Estado). Departamento de Museus e Arquivo, Pinacoteca do Estado
1790|Pinacotecas
1791|Soldados
1792|Condições rurais
1794|Tuberculose
1795|Bibliotecas Públicas, Rede de
1796|Mulher do campo
1797|Educação rural
1798|Educação sanitária
1799|Campanha Nacional de Educação Rural
1800|Italianos em Ribeirão Preto (SP)
1801|Arte italiana
1803|Universidade Federal de Minas Gerais. Escola de Engenharia.Programa de Qualidade
1804|Bibliotecas universitárias
1805|Bibliotecas escolares
1806|Beatos
1807|Misticismo
1808|Vida religiosa
1809|Taunay, Alfredo Maria Adriano D'Escragnolle, Visconde de, 1843-1899
1811|Patrimônio cultural
1812|Proteção
1813|Museologia
1814|Museus universitários
1815|Trabalho rural
1816|Lopes, Cândido Martins, 1871-
1818|Arquivo Municipal de Curitiba
1820|Brasil. Constituição, 1988
1821|Universidade Federal de Santa Catarina. Centro de Ciências da Saúde.Biblioteca
1822|Rede Brasileira da Informação em Ciências da Saúde
1823|Comutação On-line
1825|Política administrativa
1826|História, 1982-1986
1827|Administração estadual
1828|Federalismo
1829|Política fundiária
1830|Paranapanema, Rio, Vale do
1831|Franca (SP)
1832|História, 1693
1833|Porto Rico (Cuba)
1837|Fundações
1838|Elites
1839|Interesses na leitura
1840|História, 1492-1541
1841|Genocídio
1842|Filipinas
1843|Espanhois nas Filipinas
1844|Americanos nas Filipinas
1845|Língua quechua
1846|Língua aymara
1848|Línguas
1849|Palmares do Sul (Rg)
1850|Espanhois nos Estados Unidos
1851|Sinagogas
1852|Mineireiros
1853|Trabalhadores na cultura do café
1854|Conflitos sociais
1855|Fonseca, Edson Nery da, 1921-
1856|Favelas
1857|Assis (SP)
1858|Pobreza
1859|Teodoro, Lucrécio, 1917-
1860|Política e governo, 1960-1980
1861|Política agrícola
1862|Banhado do Colégio (Camaquã, RS)
1863|Estudo de usuários
1864|Inovações tecnológicas
1865|Informação Bibliográfica, Intercâmbio de
1868|Porbase
1870|Vadiagem
1871|História, 1922-1935
1873|Movimentos sociais
1874|Ação Católica Brasileira
1875|Juventude operária católica
1877|Movimento ruralista
1878|Ruralismo
1879|República Dominicana
1880|História, 1391-1492
1882|Instituto Colombiano de Normas Técnicas
1883|Archivo General de la Nacion
1884|Preservação e conservação
1885|República da Eslovenia
1888|Arquivos departamentais
1889|República Tcheca
1890|República da Eslovaquia
1892|Bratislava
1893|Kosice
1895|Hungria
1896|Budapest
1897|Edifícios de arquivos
1898|Islandia
1899|Estonia
1901|Princípio da proveniência
1902|Bulgaria
1903|Política e governo, 1964-1989
1904|Cavalcanti, Diogo Velho Cavalcanti de Albuquerque, Visconde de, 1829-1899
1905|China
1906|Desenvolvimento tecnológico
1907|Cooperação internacional
1908|Cooperação científica
1910|Feijó, Diogo Antônio, 1784-1843
1913|Pinacoteca do Estado de São Paulo
1914|Liceu de Artes e Ofícios
1916|Proclamação da República, 1889
1918|Arquivo Público do Estado da Bahia
1919|Documentos audiovisuais
1920|Unesco
1921|Arquivos técnicos e científicos
1922|Acondicionamento
1923|Higienização
1925|Reprografia
1926|Arquivos de polícia
1929|Arquivos audiovisuais
1930|Associações
1932|Equipamentos e mobiliário
1935|Gestão de documentos informáticos
1938|Serviços educativos
1939|Novas tecnologias
1940|Sistemas
1941|Software
1942|Hardware
1946|Processo penal
1949|Sociedade Literária do Rio de Janeiro
1950|História, 1794
1952|Artes plásticas
1956|Arquitetura barroca
1957|Ensino, Municipalização do
1958|Política de educação
1960|Questão racial
1961|Bento Gonçalves (RS)
1963|Federação Espírita Brasileira
1964|Impeachment
1965|Mobilidade social
1966|Mobilidade profissional
1967|Emprego
1968|Artes gráficas
1969|Cardoso, Ciro Flamarion
1970|História, 1890-1990
1971|Propaganda
1973|Museu de Arte da Bahia
1975|Natal (RN)
1977|Açao Integralista Brasileira
1978|Ensino assistido por computador
1979|Escolas, Multimidia nas
1982|História, 1945-1955
1985|Políticos
1988|Comércio Exterior, Promoção do
1990|Usinas hidrelétricas
1991|Usina Hery Borden
1992|Projeto e construção
1993|Poder constituinte
1994|Magalhães Pinto, José de
1995|República, 1889
1996|Opinião pública
1997|Murtinho, Joaquim Duarte, 1848-1911
1998|Israel
1999|Microfilmagem
2000|Arquivo Nacional (Costa Rica)
2002|Arquivos de música
2003|Arquivos de partituras
2004|Lange, Francisco Curt, 1903-1997
2006|Groningen
2007|Garção, Salema
2009|Fonseca, Martinho Augusto Ferreira da, 1869-1930
2010|Arquivo da Universidade de Coimbra
2011|Fitas magnéticas
2013|Costa Rica
2014|Recolhimento e transferência
2015|Dinamarca
2016|Mercado Comum do Sul (Mercosul)
2017|Concorrência
2018|Código de Defesa do Consumidor
2022|Mello, José Antônio Gonsalves de, 1916-
2023|Souto Maior, Mário, 1920-
2024|Enciclopédias e dicionários
2025|Enciclopedistas
2026|Naufrágios
2027|Cabo Frio (RJ)
2030|História, 1565-1900
2031|Igreja e problemas sociais
2033|Rios
2034|Tietê, Rio (SP)
2035|Pinheiros, Rio (SP)
2036|Tamanduateí, Rio
2037|Reservatório Guarapiranga (SP)
2038|Reservatória Billings (SP)
2041|Arquidiocese de Porto Alegre
2042|Judeus no Brasil
2043|Tipografia e informática
2044|Casa da Estudante Universitária de Curitiba (PR)
2045|Estudantes universitários
2047|Pesquisa histórica
2048|Banco de dados
2049|Bielo-Russia
2050|Sistemas Municipais de Arquivos
2051|Antioquia
2052|Torino
2053|Archivio di Stato di Torino (Itália)
2054|Microfilmes
2056|Archivi Storici Della Comunita Europea A Firenze
2058|Angra dos Reis (RJ)
2059|Igreja Matriz de Nossa Senhora da Conceição (Angra dos Reis, RJ)
2060|Discriminação
2061|Lima, Henrique da Rocha, 1879-1956
2062|Viana, Gaspar, 1885-1914
2063|Bibliotecas e Comunidades
2064|Fundação Calouste Gulbenkian (Portugal)
2065|Roupas de banho
2066|Moda
2067|Divórcio
2068|Mulher casada
2069|Estado e sociedade
2070|História, 1931-1936
2071|Batista, Pedro Ernesto do Rego
2072|Política e governo, 1931-1936
2073|Instituições Assistenciais
2074|Assistência social
2077|Crônicas
2078|Microformas
2079|Recursos audiovisuais
2081|Italianos nos Estados Unidos
2083|Sociedade das Nações
2085|Documentos textuais
2086|Arquivos sonoros
2087|Documentos fotográficos
2088|Arquivos presidenciais
2090|Pergaminho
2092|Coutinho, Francisco de Lemos de Faria Pereira, 1735-1822
2093|Bibliotecas privadas
2096|Pas-De-Calais
2099|Bouches-Du-Rhone
2100|Repertórios
2102|Arquivo Histórico do Ministério da Habitação e Obras Públicas
2103|Canadá. Departamento de Serviços Públicos
2104|Universite de Montreal. Service des Archives. Division des Archives Historiques
2105|Arquivos do executivo
2106|Assistência técnica
2111|Congreso Nacional de Archivos (6:1994:México)
2112|National Archives, Estados Unidos
2114|Arquivos empresariais
2117|Arquivos datiloscopicos
2118|Códigos de classificação
2119|Arquivos cartográficos
2120|Arquivos de engenharia
2121|Baillarge, Charles-Philippe-Ferdinand, 1826-1906
2123|Partituras
2124|Arquivos iconográficos
2126|Patente de invenções
2129|Campanha Republicana, 1870
2130|História, 1870-1920
2132|História, 1886-1906
2134|Rio, João do, 1881-1921
2135|Justiça eleitoral
2136|Fraude eleitoral
2137|Processo eleitoral
2138|Itaocara (RJ)
2139|Cinema e história
2140|Esgotos
2142|Rio de Janeiro City Improvements Company Limited
2143|Companhia Estadual de Águas e Esgotos
2145|Chefes de Estado
2146|Atribuições
2147|Brandão, Octávio, 1896-1980
2150|Great Westernof Brasil Railway Company Limeted
2151|Arquivo Público
2152|Arquivo Público do Estado do Rio Grande do Sul
2153|Educação pública
2154|Arquivos Cartoriais
2156|Revolução Pernambucana, 1817
2157|Arquivos de educação
2158|Universidade Estadual de Campinas. Centro de Memória
2160|Brittain, Donald,1928-1989
2161|Arquivos militares
2162|Revolta, 1924
2164|Relações diplomáticas
2165|Azevedo, Antônio de Araújo
2166|Cartas
2167|Crítica literária
2170|Flórida (Estados Unidos)
2173|Imposto de selo
2174|Sistema Financeiro de Habitação (SFH)
2177|Consejo de Indias (Espanha)
2178|Arquivos ministeriais
2181|Niterói (RJ)
2182|Itaboraí (RJ)
2183|Arquivos de filmes
2184|Fundrem
2185|Unesco, Programa Geral de Informação
